comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
"""

I thought it was self explanatory, I guess not. It is not a spoof, it is a freelance article filler for the issue but not taken seriously and the list was not created by a noted music critic or someone of note in the music industry (in Japan this would be someone like Masanori Ito. and the magazine even makes sure to mention it is biased and arbitrary (they even made note of that on the cover) and again my point is, how is this acceptable for the wikipedia? I can't even believe I need to ask that, should VH1 top 10 lists of the """"greatest rock songs of all time"""" etc be listed in the relevant wiki articles as an """"award"""" or """"achievement"""" as well? That is neither an award or achievement. Apart from that, it provides no information to the articles! It is fancruft nonsense. My question was, how is it acceptable for the wikipedia, and especially given the fact it is biased and randomly put together?27.33.143.93  """,0,0,0,0,0,0
"""

No. Album """"Roots"""" is mantly groove metal, but song """"Roots Bloody Roots"""" is death metal song. See google. Numbers do not lie.   """,0,0,0,0,0,0
"This article included a link to the center for Marcionite research website.  That website is part of GeoCities, and will go offline tomorrow, so I have made the link point to a mirror of the website instead 149.254.58.10",0,0,0,0,0,0
"and you are a motherfucking asshole,suck your dick,you dirty son of a whore",1,1,1,0,1,0
"Are you sure your Greek is not, lets say native?",0,0,0,0,0,0
"I have to say I disagree a little bit on the Colorado and Michigan State games. Appalachian State definitely deserves mentioning, but Colorado and Michigan State, while both having great and interesting finishes, are not important enough to be mentioned in the header, particularly when you combine it with the absence of the 1945 Army game, and the 1969 and 2006 Ohio State-Michigan games, the '69 game in particular because Woody admitted that was his best team and the Wolverines cost the Buckeyes what would have surely been a national title since the Buckeyes were locked out of the Rose Bowl. If Colorado and Michigan State are worth mentioning, then so is 2010 Illinois and 2011 Notre Dame. Interesting, great games, but probably not worthy of being put in the header. Speaking of which, those games should be incorporated into the history section. That may be done by the time you read this.",0,0,0,0,0,0
"18:16, 24 Mar 2004 (UTC)
This is the discussion page for an anonymous user who has not created an account yet or who does not use it. We therefore have to use the numerical IP address to identify him/her. Such an IP address can be shared by several users. If you are an anonymous user and feel that irrelevant comments have been directed at you, please create an account or log in to avoid future confusion with other anonymous users.",0,0,0,0,0,0
"""

 Speedy deletion of """"Frugooscape"""" 

A page you created, Frugooscape, has been tagged for deletion in accordance with our deletion policy. In particular, it meets one or more criteria for speedy deletion; the relevant criterion is:

Patent nonsense and gibberish, an unsalvageably incoherent page with no meaningful content.

You are welcome to contribute content which complies with our content policies and any applicable inclusion guidelines. However, please do not simply re-create the page with the same content. You may also wish to read our introduction to editing and guide to writing your first article.

If you have any questions, please contact an administrator for assistance. Thank you  talk """,0,0,0,0,0,0
"Why would a page on this website called Talk Rangers be the bearer of truth on the liquidation of the Club? Because the term 'Old Firm' was never official who has the final say on it's existence because if it's unofficial then surely anyone who uses it is doing so in an opinionated expression. In all honesty you couldn't produce anything that declares the term 'Old Firm' as an official description much the same way as what the 'New Firm' is for Dundee Utd and Aberdeen. Similarly what Nimmo Smith delacred the Rangers FC 'In Common Speech' can be deemed a continuing entity. He had to use that 'In Common Speech' term because Lord Nimmo Smith knows that in Law, Rangers FC formed in 1872 are officially liquidated. There's your difference. That's what the 'Old Firm' term is: In common speech but not strictly official.",0,0,0,0,0,0
Don't talk to me troll.,1,0,0,0,0,0
"""
My above heartfelt apology extends to you here, Rich Farmbrough. imacowboy """,0,0,0,0,0,0
"""==Commodore Ballroom==
The sentence lists Grammy and Juno award winning bands. While many of those bands have in fact played at the venue they are not in that category. talk """,0,0,0,0,0,0
"Apples and oranges.  Jonathan Raban is not a rabid extremist. He does not make his living by iconoclasm, provocation and controversialism. He's just a serious English author who lives part-time in America, and whose views are taken seriously across all political spectra.  (Except yours and KillerChihuahua's, apparently.) —",0,0,0,0,0,0
"Criticism 

I think a 'Criticism' section should be added. Many important thinkers have stated the negative effects broadcasting of sports causes to modern societies.",0,0,0,0,0,0
"""

 Should we even mention this? 

""""However, blocked videos can still be viewed by changing the URL""""

If YouTube has a legal basis for blocking videos by country, it seems like we shouldn't mention how to bypass it. No matter how totally obvious it is. talk """,0,0,0,0,0,0
intelligent and honest reader,0,0,0,0,0,0
"If you really want to shorten thus section, probably the first step would be to copy it all to the sub-article so that none of the material is lost.",0,0,0,0,0,0
