Wyksztalcenie,Dochod,LDniOdOstWizyty,WydatkiWino,WydatkiOwoce,WydatkiMieso,WydatkiRyby,WydatkiSlodycze,IloscZakupowInternet,IloscZakupowKatalog,IloscZakupowWSklepie,LOdwiedzinStrony,OdKiedyKlient,Wiek,Spent,MieszkaZ,LDzieci,LOsobGospDom,CzyRodzic
Graduate,22070.0,11,10,7,19,8,2,2,2,2,6,11.378507871321013,55,67,Partner,1,3,1
Graduate,69267.0,31,778,44,499,95,73,3,4,5,7,12.410677618069816,72,1635,Alone,0,1,0
Postgraduate,31788.0,15,16,7,23,0,8,3,0,4,5,10.921286789869953,42,60,Alone,1,2,1
Postgraduate,61905.0,2,167,0,43,6,2,4,2,4,5,11.041752224503764,50,231,Partner,1,3,1
Graduate,29315.0,55,13,2,14,8,7,2,0,4,6,10.874743326488709,65,48,Partner,2,4,1
Graduate,33378.0,38,33,6,40,3,7,2,0,4,7,12.035592060232718,62,99,Alone,2,3,1
Postgraduate,66313.0,86,625,7,99,10,22,6,3,12,4,11.427789185489392,62,770,Partner,1,3,1
Graduate,60714.0,56,216,162,224,101,92,7,4,10,5,12.09034907597536,69,957,Alone,0,1,0
Postgraduate,77882.0,29,68,129,396,188,22,3,3,5,1,10.809034907597535,44,818,Partner,0,2,0
Postgraduate,69867.0,30,196,0,512,33,130,3,5,8,1,11.885010266940451,39,925,Alone,0,1,0
Postgraduate,63841.0,64,635,15,100,20,7,9,3,9,6,11.83299110198494,57,908,Alone,1,2,1
Undergraduate,24480.0,46,4,19,9,28,25,3,0,4,7,12.021902806297057,44,102,Partner,1,3,1
Graduate,51369.0,84,297,7,79,0,11,8,2,4,8,12.320328542094456,49,576,Partner,1,3,1
Graduate,37760.0,20,84,5,38,150,12,4,1,6,7,12.47091033538672,79,317,Partner,0,2,0
Postgraduate,65640.0,74,204,7,149,20,15,5,1,8,2,10.97330595482546,51,461,Partner,1,3,1
Postgraduate,44319.0,18,26,0,8,0,0,2,0,3,5,10.844626967830251,50,37,Partner,2,4,1
Graduate,30631.0,75,15,6,20,4,5,3,1,2,7,11.60848733744011,51,70,Partner,1,3,1
Graduate,75278.0,17,304,98,230,150,74,6,3,13,3,12.057494866529774,73,930,Partner,0,2,0
Postgraduate,50898.0,88,285,28,242,55,114,6,2,12,5,12.114989733059549,69,859,Partner,2,4,1
Graduate,79946.0,19,395,183,565,166,141,5,11,5,3,10.77618069815195,59,1478,Alone,0,1,0
Postgraduate,35416.0,62,248,3,81,4,3,7,1,5,8,11.68788501026694,76,390,Alone,0,1,0
Undergraduate,32414.0,11,20,6,5,0,9,1,0,3,7,11.630390143737166,41,52,Partner,0,2,0
Graduate,38361.0,74,39,0,56,20,8,3,1,3,7,11.148528405201915,56,137,Partner,1,3,1
Graduate,82497.0,32,777,129,573,216,21,2,7,9,4,12.303901437371664,45,1919,Partner,0,2,0
Graduate,16626.0,76,8,3,22,21,1,3,0,3,9,11.096509240246409,54,68,Partner,2,4,1
Graduate,29672.0,6,9,1,3,0,4,0,0,3,6,11.942505133470226,60,25,Partner,2,4,1
Postgraduate,55951.0,62,1241,0,80,0,13,3,6,11,8,12.492813141683778,73,1374,Partner,1,3,1
Undergraduate,35388.0,20,6,4,7,4,3,1,0,3,7,11.956194387405889,37,32,Alone,1,2,1
Postgraduate,42386.0,43,65,4,16,0,4,3,0,3,8,12.101300479123887,39,100,Partner,1,3,1
Graduate,68627.0,45,395,15,263,60,54,2,3,6,1,12.10403832991102,43,825,Alone,0,1,0
Postgraduate,57912.0,34,801,0,80,0,0,8,3,12,5,10.929500342231348,60,916,Alone,1,2,1
Graduate,35246.0,53,36,0,12,2,2,3,1,3,5,10.847364818617386,67,62,Alone,2,3,1
Undergraduate,58821.0,44,513,14,154,19,0,9,2,9,6,11.356605065023956,69,728,Partner,1,3,1
Postgraduate,46377.0,89,37,0,46,4,3,2,1,3,4,10.97330595482546,47,90,Partner,1,3,1
Graduate,39747.0,43,80,15,93,20,13,5,1,4,8,10.85557837097878,37,273,Alone,1,2,1
Graduate,23976.0,68,14,1,21,2,3,3,1,3,7,11.148528405201915,41,66,Partner,1,3,1
Postgraduate,80950.0,44,525,147,112,219,147,6,7,9,2,11.898699520876113,64,1213,Partner,0,2,0
Graduate,27038.0,64,1,26,25,17,23,3,0,3,9,12.421629021218344,59,107,Alone,0,1,0
Graduate,77457.0,85,675,11,400,15,45,2,5,10,1,10.962354551676931,78,1157,Alone,0,1,0
Postgraduate,64100.0,93,509,0,27,0,0,8,3,6,7,11.444216290212184,61,546,Partner,1,3,1
Postgraduate,42670.0,12,154,2,46,20,4,4,2,4,4,11.816563997262149,33,241,Partner,0,2,0
Graduate,12571.0,86,3,5,14,2,12,3,1,3,6,11.08829568788501,49,53,Alone,1,2,1
Graduate,22574.0,28,25,0,8,2,0,2,0,3,7,11.312799452429845,58,37,Partner,3,5,1
Postgraduate,70893.0,42,768,44,561,77,44,6,6,10,3,12.035592060232718,49,1508,Alone,0,1,0
Graduate,54198.0,13,185,0,28,3,2,3,1,6,4,11.175906913073238,59,235,Partner,2,4,1
Postgraduate,28839.0,86,24,0,7,0,0,2,0,3,5,10.94592744695414,69,32,Partner,2,4,1
Graduate,40321.0,59,44,4,21,6,0,3,0,3,7,11.561943874058864,53,102,Partner,2,4,1
Graduate,66503.0,30,91,64,128,65,3,4,3,6,3,12.517453798767969,40,401,Alone,1,2,1
Graduate,30833.0,33,11,0,7,3,1,1,0,3,5,11.597535934291582,74,28,Partner,2,4,1
Graduate,64795.0,23,412,5,119,38,29,3,3,12,2,12.09034907597536,54,680,Partner,1,3,1
Graduate,34421.0,81,3,3,7,6,2,1,0,2,7,11.638603696098563,51,30,Partner,1,3,1
Postgraduate,47025.0,6,16,0,3,0,0,1,0,2,7,11.028062970568104,60,20,Alone,2,3,1
Postgraduate,64325.0,41,731,60,353,78,12,10,3,5,7,12.032854209445585,64,1307,Alone,1,2,1
Graduate,40464.0,78,424,17,118,7,23,8,2,8,8,12.106776180698152,72,630,Alone,1,2,1
Graduate,62187.0,49,792,0,275,45,45,4,8,5,3,11.627652292950032,68,1283,Partner,0,2,0
Postgraduate,14849.0,39,21,2,28,3,2,2,0,4,8,11.63586584531143,49,65,Alone,1,2,1
Graduate,27255.0,3,22,1,11,0,1,1,0,3,7,11.285420944558522,41,37,Partner,1,3,1
Postgraduate,54432.0,37,33,0,5,0,0,1,0,3,4,11.783709787816564,75,38,Partner,3,5,1
Postgraduate,29999.0,22,68,7,59,10,5,3,1,4,8,12.016427104722792,39,160,Alone,1,2,1
Graduate,24072.0,79,9,1,6,3,0,1,0,2,8,11.846680355920602,42,23,Alone,1,2,1
Postgraduate,33996.0,46,40,2,15,8,0,1,1,3,4,11.441478439425053,36,71,Alone,0,1,0
Postgraduate,66334.0,82,909,11,218,0,0,9,3,5,5,11.88227241615332,69,1161,Partner,1,3,1
Postgraduate,35178.0,10,23,1,13,2,2,1,1,2,7,12.109514031485284,54,59,Partner,1,3,1
Graduate,22010.0,51,11,2,9,3,0,2,0,3,8,11.641341546885696,42,33,Partner,1,3,1
Graduate,62204.0,38,317,46,247,151,46,4,5,12,3,12.438056125941136,65,946,Alone,2,3,1
Graduate,75693.0,10,797,153,293,72,97,11,4,6,4,12.205338809034908,57,1442,Alone,0,1,0
Graduate,30675.0,14,10,2,16,11,2,1,0,3,8,12.271047227926076,53,62,Partner,1,3,1
Graduate,83003.0,18,856,61,570,40,25,7,6,8,3,11.967145790554415,60,1674,Partner,0,2,0
Graduate,68655.0,95,456,19,832,75,118,4,5,11,3,12.528405201916495,37,1538,Alone,0,1,0
Graduate,41411.0,11,37,32,38,11,3,2,1,4,6,11.203285420944558,39,139,Alone,0,1,0
Postgraduate,55212.0,65,1103,0,45,0,0,4,2,11,8,12.240930869267626,56,1182,Partner,1,3,1
Postgraduate,59292.0,71,378,14,68,19,14,3,5,8,3,11.68788501026694,75,507,Partner,1,3,1
Undergraduate,27190.0,13,1,6,7,0,1,1,0,2,8,11.515400410677618,52,18,Partner,1,3,1
Graduate,82623.0,58,204,34,204,172,153,2,9,4,1,11.277207392197123,73,940,Alone,0,1,0
Graduate,44300.0,65,30,0,9,0,0,1,0,3,6,11.66050650239562,60,42,Partner,2,4,1
Graduate,84835.0,0,189,104,379,111,189,4,4,6,1,10.680355920602327,55,1190,Alone,0,1,0
Graduate,30372.0,33,15,0,12,7,3,2,0,3,7,12.153319644079398,54,44,Alone,2,3,1
Postgraduate,33181.0,90,9,0,3,0,0,1,0,2,6,11.129363449691992,49,16,Partner,1,3,1
Graduate,71113.0,95,495,33,255,11,33,6,7,9,4,11.175906913073238,68,835,Partner,1,3,1
Graduate,71952.0,93,656,80,455,52,107,8,4,8,4,12.109514031485284,39,1443,Partner,1,3,1
Postgraduate,69759.0,38,452,20,514,13,30,4,6,5,3,11.312799452429845,59,1029,Alone,0,1,0
Graduate,72099.0,18,546,91,410,119,0,3,4,10,1,12.314852840520192,51,1188,Partner,0,2,0
Postgraduate,60000.0,57,1048,0,217,0,0,11,3,5,6,12.161533196440796,49,1277,Alone,1,2,1
Graduate,38643.0,45,22,2,14,0,1,2,0,3,7,11.225188227241617,47,49,Alone,2,3,1
Graduate,50737.0,61,78,0,11,0,0,2,0,4,6,11.7782340862423,70,99,Partner,1,3,1
Postgraduate,68462.0,6,561,64,785,84,128,3,3,8,1,12.188911704312115,56,1670,Partner,0,2,0
Postgraduate,65073.0,65,629,17,177,69,0,5,3,5,2,11.501711156741958,82,900,Partner,0,2,0
Postgraduate,46681.0,52,269,15,69,15,19,4,6,4,5,11.367556468172484,77,425,Partner,2,4,1
Graduate,78618.0,87,736,163,818,212,163,4,7,10,2,12.394250513347025,68,2153,Partner,0,2,0
Postgraduate,62187.0,38,512,0,83,0,0,6,2,10,4,10.915811088295689,56,636,Alone,1,2,1
Graduate,28442.0,53,19,3,10,11,8,2,1,4,4,10.986995208761122,47,57,Partner,2,4,1
Postgraduate,37717.0,31,9,0,6,4,1,1,0,2,9,12.240930869267626,47,25,Partner,1,3,1
Graduate,51479.0,67,247,8,160,6,8,6,3,6,7,12.145106091718,58,494,Partner,2,4,1
Graduate,54803.0,65,404,0,92,28,27,6,2,9,4,12.498288843258042,56,693,Alone,1,2,1
Graduate,79530.0,64,333,0,815,129,42,4,10,11,2,11.761806981519507,65,1348,Partner,0,2,0
Graduate,31615.0,82,2,3,20,6,11,2,0,3,7,11.931553730321696,49,51,Alone,1,2,1
Graduate,72025.0,27,833,33,549,151,133,4,3,8,3,12.257357973990418,63,1932,Partner,0,2,0
Postgraduate,52614.0,63,789,0,142,12,9,2,4,8,8,12.219028062970567,50,990,Alone,1,2,1
Undergraduate,35684.0,66,10,4,7,0,6,1,0,3,6,10.830937713894592,41,30,Partner,1,3,1
Graduate,48178.0,69,159,4,45,6,2,5,1,4,8,12.31211498973306,50,254,Partner,2,4,1
Postgraduate,29548.0,52,7,1,6,3,1,1,1,2,4,11.477070499657769,55,29,Alone,1,2,1
Graduate,63810.0,45,977,12,253,16,12,4,3,12,8,12.27378507871321,59,1371,Alone,1,2,1
Postgraduate,38578.0,2,38,4,22,3,3,3,0,3,8,11.663244353182751,53,73,Alone,2,3,1
Postgraduate,46098.0,86,57,0,27,0,0,3,2,2,8,12.50650239561944,50,120,Alone,2,3,1
Graduate,22585.0,23,3,9,15,13,2,1,1,2,9,11.926078028747432,55,81,Alone,0,1,0
Graduate,30279.0,13,10,4,14,4,4,1,0,3,8,12.139630390143736,36,37,Alone,1,2,1
Postgraduate,66426.0,14,1043,24,97,32,24,3,5,10,6,11.383983572895277,64,1377,Partner,1,3,1
Graduate,30822.0,92,3,9,13,2,12,1,0,3,7,11.685147159479808,56,51,Alone,1,2,1
Postgraduate,33581.0,38,11,0,5,0,0,1,0,2,8,12.114989733059549,56,17,Partner,2,4,1
Graduate,19986.0,74,3,6,5,0,2,0,0,3,7,11.266255989048595,40,22,Partner,1,3,1
Graduate,27421.0,14,43,12,96,78,40,4,1,6,7,12.188911704312115,71,324,Alone,0,1,0
Undergraduate,35688.0,94,73,3,90,12,1,4,1,4,8,12.49555099247091,52,211,Partner,3,5,1
Postgraduate,36143.0,33,12,0,1,0,0,0,1,2,3,10.89390828199863,44,19,Alone,1,2,1
Graduate,10245.0,32,4,7,7,6,4,1,2,2,5,11.767282683093772,54,41,Alone,1,2,1
Postgraduate,43795.0,11,314,11,53,4,3,7,3,4,7,11.345653661875428,57,492,Partner,1,3,1
Graduate,63381.0,78,571,50,142,33,50,4,5,13,2,12.375085557837098,65,1005,Partner,1,3,1
Graduate,38823.0,56,70,0,11,2,8,2,1,3,6,12.473648186173854,76,114,Partner,1,3,1
Postgraduate,83664.0,57,866,21,151,28,21,2,2,12,5,11.786447638603695,57,1173,Alone,2,3,1
Graduate,90300.0,7,594,134,786,33,134,5,6,8,1,11.129363449691992,46,1738,Partner,0,2,0
Postgraduate,62499.0,0,140,4,61,0,13,3,1,6,4,11.197809719370294,46,222,Partner,1,3,1
Graduate,74293.0,66,375,152,335,93,91,5,4,6,2,10.798083504449009,32,1127,Alone,0,1,0
Postgraduate,51012.0,86,102,9,63,2,9,4,1,4,6,11.841204654346338,79,209,Partner,0,2,0
Postgraduate,70777.0,80,554,35,113,0,7,5,3,12,3,10.984257357973991,57,787,Partner,1,3,1
Postgraduate,68682.0,56,919,0,505,99,30,4,9,10,2,11.373032169746748,34,1598,Partner,0,2,0
Graduate,43824.0,18,96,1,42,12,3,3,1,4,8,12.42984257357974,54,186,Partner,2,4,1
Graduate,15345.0,51,5,2,16,3,2,1,1,2,8,12.47091033538672,41,47,Partner,1,3,1
Graduate,23442.0,71,2,0,6,8,6,1,0,3,7,12.15605749486653,38,27,Alone,1,2,1
Undergraduate,14515.0,71,6,4,9,6,36,2,2,3,7,12.279260780287474,45,96,Partner,1,3,1
Undergraduate,31395.0,80,23,1,25,0,8,2,1,3,6,11.912388774811772,69,64,Alone,2,3,1
Graduate,75276.0,2,610,105,125,137,42,9,4,9,5,12.396988364134154,60,1040,Partner,0,2,0
Graduate,42373.0,83,67,5,61,3,8,2,1,5,5,11.515400410677618,51,163,Alone,2,3,1
Graduate,30507.0,29,65,36,74,38,20,5,1,4,7,11.94524298425736,65,343,Partner,0,2,0
Postgraduate,55521.0,11,416,0,26,0,0,6,3,6,7,11.329226557152635,70,446,Alone,3,4,1
Graduate,48006.0,55,23,0,11,3,2,1,0,3,6,10.699520876112253,60,41,Partner,2,4,1
Postgraduate,27213.0,19,19,3,26,10,9,2,0,4,8,12.473648186173854,53,70,Alone,1,2,1
Postgraduate,65808.0,1,155,7,80,13,7,5,1,5,6,10.726899383983572,54,272,Alone,2,3,1
Postgraduate,30351.0,19,14,0,24,3,3,3,0,2,9,11.707049965776864,51,46,Partner,1,3,1
Graduate,50437.0,28,370,9,92,6,9,7,1,8,7,12.342231348391511,62,490,Partner,2,4,1
Undergraduate,23616.0,76,4,22,11,3,7,3,0,3,8,12.257357973990418,43,79,Alone,1,2,1
Graduate,53858.0,50,407,53,221,58,150,4,3,6,4,12.279260780287474,49,915,Partner,1,3,1
Postgraduate,66465.0,1,1200,0,204,38,29,11,9,12,6,11.893223819301848,70,1485,Partner,1,3,1
Graduate,46923.0,90,85,44,54,102,78,5,1,7,7,12.49555099247091,38,369,Alone,1,2,1
Graduate,75072.0,83,583,34,309,0,22,5,4,8,3,12.073921971252568,63,1073,Partner,1,3,1
Postgraduate,75865.0,73,483,0,591,156,0,3,5,10,1,10.8911704312115,82,1242,Partner,0,2,0
Undergraduate,19789.0,24,2,5,9,28,6,2,1,3,5,11.249828884325805,50,78,Partner,1,3,1
Graduate,80134.0,11,966,26,282,52,26,2,7,11,5,11.014373716632443,31,1378,Partner,0,2,0
Graduate,91065.0,33,822,114,108,179,137,7,9,9,3,11.991786447638605,44,1474,Alone,0,1,0
Postgraduate,49505.0,4,604,0,100,19,0,10,2,8,8,11.961670088980153,54,751,Partner,2,4,1
Postgraduate,37401.0,14,19,3,19,3,1,2,0,3,7,10.792607802874745,52,48,Partner,1,3,1
Graduate,30096.0,30,5,3,11,12,5,2,0,3,6,10.74880219028063,42,45,Partner,1,3,1
Postgraduate,18492.0,75,2,2,2,2,1,1,0,2,8,10.71047227926078,43,10,Partner,1,3,1
Postgraduate,82584.0,26,1076,68,103,29,91,3,4,8,1,11.71252566735113,51,1435,Partner,0,2,0
Postgraduate,93027.0,77,1285,42,716,55,0,7,10,5,2,11.854893908282,84,2119,Partner,0,2,0
Graduate,48686.0,8,10,0,7,2,0,1,0,2,8,11.211498973305956,72,20,Partner,3,5,1
Graduate,92910.0,42,551,137,792,179,103,6,7,13,1,10.825462012320328,39,1795,Partner,0,2,0
Graduate,75433.0,28,800,0,297,0,34,2,5,10,6,10.877481177275838,36,1188,Partner,1,3,1
Undergraduate,10404.0,52,2,2,11,10,6,1,0,4,5,10.798083504449009,36,43,Partner,1,3,1
Graduate,61314.0,1,378,0,189,97,172,5,5,12,3,11.822039698836411,57,1008,Partner,1,3,1
Postgraduate,84865.0,1,1248,16,349,43,16,2,4,9,4,11.783709787816564,64,1688,Alone,0,1,0
Graduate,42387.0,42,235,0,235,19,4,8,1,7,8,12.309377138945928,36,684,Partner,1,3,1
Undergraduate,67309.0,76,515,47,181,149,95,9,6,9,7,12.073921971252568,58,1082,Partner,2,4,1
Graduate,75236.0,27,438,66,400,12,38,8,3,13,4,11.236139630390143,61,1068,Partner,1,3,1
Graduate,30015.0,28,25,0,22,2,3,1,0,4,5,11.047227926078028,55,57,Alone,1,2,1
Postgraduate,50943.0,49,31,0,7,2,0,1,0,3,5,11.665982203969884,69,46,Partner,1,3,1
Graduate,67272.0,12,357,35,271,28,28,6,2,12,5,11.16495550992471,59,733,Alone,1,2,1
Postgraduate,51529.0,14,400,4,35,6,0,9,1,5,8,11.45242984257358,76,467,Alone,1,2,1
Postgraduate,32011.0,89,99,0,15,2,1,2,1,4,7,11.496235455167694,54,122,Partner,1,3,1
Undergraduate,7500.0,96,1,11,5,4,6,2,0,3,8,12.032854209445585,39,36,Partner,1,3,1
Graduate,28691.0,56,5,4,13,8,0,1,0,3,8,11.630390143737166,36,34,Partner,1,3,1
Postgraduate,56223.0,72,77,28,31,16,0,2,1,5,4,11.16769336071184,77,156,Partner,1,3,1
Graduate,18100.0,14,3,1,2,4,3,0,0,3,5,11.540041067761807,79,14,Partner,0,2,0
Graduate,30279.0,13,10,4,14,4,4,1,0,3,8,12.139630390143736,36,37,Alone,1,2,1
Undergraduate,20130.0,99,0,6,3,7,6,1,0,3,8,10.929500342231348,51,34,Partner,0,2,0
Graduate,23295.0,72,0,0,1,2,12,1,0,2,8,11.605749486652975,66,20,Alone,0,1,0
Postgraduate,42618.0,92,76,14,74,13,5,5,0,4,8,11.364818617385351,53,192,Alone,1,2,1
Graduate,81246.0,87,398,190,537,61,156,4,5,7,1,11.143052703627651,61,1379,Alone,0,1,0
Graduate,24027.0,7,14,7,11,11,0,2,0,3,8,11.698836413415467,49,48,Partner,1,3,1
Postgraduate,55707.0,91,208,7,82,30,66,3,2,9,3,11.162217659137577,72,428,Partner,1,3,1
Graduate,57959.0,71,430,16,322,43,24,4,7,11,3,11.80287474332649,70,868,Alone,1,2,1
Graduate,56796.0,24,656,38,161,62,47,8,9,7,7,12.008213552361395,56,1001,Partner,1,3,1
Postgraduate,36230.0,17,14,2,30,8,2,2,0,4,5,11.342915811088297,54,59,Alone,1,2,1
Undergraduate,70829.0,87,141,70,106,72,19,4,2,8,3,11.219712525667353,45,431,Partner,2,4,1
Graduate,65991.0,21,507,19,364,25,47,9,5,10,7,12.451745379876796,49,971,Partner,1,3,1
Graduate,38988.0,90,164,24,103,12,3,5,1,6,8,12.501026694045176,53,348,Partner,3,5,1
Undergraduate,89572.0,44,606,24,974,197,194,7,7,9,4,12.42984257357974,59,2059,Alone,0,1,0
Postgraduate,42207.0,71,116,11,72,3,17,4,1,5,6,11.887748117727584,41,265,Partner,1,3,1
Graduate,50300.0,52,143,15,60,24,23,2,1,8,2,10.740588637919233,73,270,Partner,1,3,1
Undergraduate,66664.0,78,398,96,447,220,96,5,7,6,3,12.402464065708418,43,1289,Partner,0,2,0
Graduate,60597.0,2,522,0,257,32,16,2,2,8,7,11.134839151266256,61,893,Partner,1,3,1
Graduate,70165.0,60,161,0,253,199,191,3,7,11,1,11.411362080766596,76,926,Alone,0,1,0
Postgraduate,50520.0,25,112,0,6,2,1,3,1,3,6,11.06091718001369,67,135,Alone,1,2,1
Graduate,80124.0,47,483,84,398,205,84,3,7,8,1,10.652977412731008,62,1495,Partner,0,2,0
Graduate,33183.0,46,7,5,39,17,15,4,0,3,7,10.986995208761122,50,120,Partner,1,3,1
Postgraduate,66582.0,83,789,25,420,16,38,2,8,9,1,10.967830253251195,56,1288,Alone,0,1,0
Postgraduate,75261.0,17,1239,17,413,23,34,5,6,5,2,11.827515400410675,70,1743,Partner,0,2,0
Graduate,31880.0,13,4,1,5,2,0,1,0,2,8,12.303901437371664,55,15,Alone,1,2,1
Graduate,53790.0,86,335,42,127,28,5,7,2,8,6,10.959616700889802,74,542,Partner,2,4,1
Postgraduate,49269.0,92,639,8,166,11,8,7,3,12,7,12.514715947980836,54,890,Partner,1,3,1
Graduate,61456.0,47,563,76,384,84,192,6,10,13,4,11.901437371663244,50,1388,Partner,1,3,1
Graduate,37406.0,18,2,0,8,2,2,1,0,2,8,11.36208076659822,45,17,Partner,1,3,1
Postgraduate,56937.0,81,746,8,125,11,8,8,6,9,6,12.544832306639288,44,906,Partner,1,3,1
Graduate,38415.0,91,22,1,13,4,0,1,0,3,7,12.13141683778234,47,44,Partner,2,4,1
Graduate,20518.0,58,4,1,6,4,1,1,1,2,5,10.759753593429158,37,25,Alone,1,2,1
Graduate,62503.0,40,478,0,193,110,75,8,3,11,5,12.002737850787131,69,973,Partner,1,3,1
Postgraduate,41644.0,67,20,3,4,2,0,1,0,3,3,10.784394250513348,53,31,Alone,2,3,1
Postgraduate,55842.0,19,451,0,39,0,4,7,1,8,5,10.746064339493495,48,518,Partner,1,3,1
Postgraduate,62010.0,93,371,22,39,6,0,6,2,7,5,12.32580424366872,53,530,Partner,1,3,1
Graduate,41124.0,41,281,7,84,15,0,7,3,4,8,12.303901437371664,48,506,Partner,1,3,1
Postgraduate,38961.0,60,19,7,19,0,1,2,1,2,7,11.14031485284052,52,70,Partner,1,3,1
Postgraduate,37760.0,54,26,3,13,2,10,2,0,3,6,11.526351813826146,53,54,Alone,1,2,1
Graduate,32233.0,26,138,15,35,25,11,6,2,2,9,12.503764544832306,51,296,Alone,1,2,1
Graduate,43057.0,30,213,2,44,0,2,4,2,5,5,11.30732375085558,50,266,Partner,1,3,1
Postgraduate,83151.0,93,407,28,100,120,74,5,9,4,3,12.361396303901437,65,747,Partner,0,2,0
Postgraduate,78825.0,35,483,74,114,169,37,5,10,13,3,12.432580424366872,61,895,Alone,0,1,0
Postgraduate,65104.0,4,738,0,232,13,20,3,5,7,7,11.266255989048595,49,1053,Partner,1,3,1
Graduate,60093.0,92,502,12,109,16,6,7,2,10,6,11.652292950034225,51,735,Partner,1,3,1
Graduate,14045.0,24,11,0,5,2,1,1,0,3,7,11.066392881587952,56,20,Partner,1,3,1
Undergraduate,28457.0,96,24,1,108,29,29,4,1,4,8,12.31211498973306,73,205,Alone,0,1,0
Postgraduate,78952.0,11,1170,19,594,99,76,2,5,12,6,12.405201916495551,67,2092,Partner,1,3,1
Graduate,46310.0,99,185,2,88,15,5,6,1,5,8,12.213552361396305,49,309,Alone,1,2,1
Graduate,76005.0,72,983,20,389,240,50,3,5,13,6,11.991786447638605,70,1722,Partner,0,2,0
Postgraduate,58308.0,77,691,0,69,10,0,2,6,3,8,12.10403832991102,61,900,Alone,1,2,1
Postgraduate,55614.0,85,504,13,131,8,0,9,4,6,7,11.23066392881588,81,682,Alone,0,1,0
Postgraduate,59432.0,88,317,25,265,25,19,5,3,11,5,11.854893908282,63,663,Alone,1,2,1
Graduate,55563.0,22,29,1,9,2,0,2,0,3,3,10.877481177275838,47,43,Alone,1,2,1
Postgraduate,78642.0,83,1396,0,322,46,35,4,9,4,6,11.83299110198494,54,1816,Partner,1,3,1
Postgraduate,67911.0,63,529,0,356,63,28,6,7,11,3,10.74880219028063,76,976,Partner,1,3,1
Graduate,65275.0,9,388,14,218,91,14,4,3,13,2,11.88227241615332,81,746,Partner,0,2,0
Graduate,27203.0,92,13,2,21,4,0,1,1,2,8,12.539356605065024,75,64,Partner,2,4,1
Postgraduate,48330.0,2,28,0,4,0,0,1,0,3,5,11.263518138261464,64,32,Partner,1,3,1
Undergraduate,24279.0,6,16,36,21,20,62,4,1,3,8,12.14236824093087,35,263,Partner,0,2,0
Postgraduate,64355.0,66,1047,0,140,67,38,4,3,12,8,12.490075290896646,40,1445,Partner,1,3,1
Postgraduate,50943.0,49,31,0,7,2,0,1,0,3,5,11.665982203969884,69,46,Partner,1,3,1
Graduate,53653.0,29,815,10,239,28,10,10,4,12,6,12.28473648186174,72,1210,Alone,0,1,0
Graduate,65665.0,77,225,162,387,106,36,5,10,8,3,11.21697467488022,49,945,Partner,1,3,1
Graduate,81217.0,77,493,70,324,146,40,3,7,11,1,11.589322381930184,36,1157,Alone,0,1,0
Graduate,34935.0,71,34,4,66,3,10,2,1,4,7,11.665982203969884,33,137,Partner,0,2,0
Graduate,61250.0,49,382,138,65,60,26,5,2,12,5,12.177960301163589,66,730,Alone,1,2,1
Postgraduate,39665.0,97,127,1,56,0,1,4,2,3,7,11.739904175222453,44,216,Partner,1,3,1
Graduate,60152.0,6,325,83,300,86,58,6,4,12,3,11.898699520876113,46,943,Alone,1,2,1
Graduate,48920.0,93,238,17,68,8,10,6,2,5,7,11.3347022587269,61,347,Partner,2,4,1
Postgraduate,89120.0,78,1168,92,408,72,129,5,6,7,1,10.929500342231348,66,1924,Partner,0,2,0
Postgraduate,44124.0,62,284,0,55,0,6,6,2,5,8,11.7782340862423,79,397,Partner,1,3,1
Postgraduate,81169.0,47,1288,20,613,80,61,5,7,9,2,11.852156057494868,50,2089,Alone,0,1,0
Graduate,36443.0,9,65,0,46,4,3,3,1,3,8,12.043805612594111,64,138,Partner,2,4,1
Graduate,26095.0,77,11,7,9,3,1,1,0,3,7,11.641341546885696,35,42,Alone,1,2,1
Graduate,71367.0,24,227,23,389,42,21,4,5,7,2,11.49349760438056,66,777,Partner,0,2,0
Postgraduate,80184.0,19,1035,134,670,25,38,6,3,10,3,10.97330595482546,81,1902,Partner,0,2,0
Graduate,30630.0,67,27,1,12,2,0,2,0,3,7,11.063655030800822,60,52,Alone,2,3,1
Postgraduate,73454.0,95,982,73,351,56,14,2,4,6,5,10.97330595482546,38,1651,Alone,0,1,0
Graduate,42691.0,48,179,2,64,38,17,5,1,6,5,11.512662559890488,34,358,Partner,0,2,0
Graduate,70503.0,73,1379,33,216,0,33,2,4,9,6,12.38877481177276,72,1727,Partner,0,2,0
Graduate,25545.0,35,32,1,64,16,12,2,2,3,6,12.449007529089664,38,210,Partner,1,3,1
Graduate,32880.0,76,8,4,15,7,6,1,0,3,8,12.210814510609172,39,42,Partner,1,3,1
Postgraduate,77863.0,20,881,38,319,16,25,4,5,10,2,11.23066392881588,67,1291,Partner,0,2,0
Postgraduate,50353.0,72,141,15,153,67,31,4,4,6,3,10.702258726899384,48,442,Partner,0,2,0
Graduate,61839.0,20,1000,155,379,224,17,4,8,4,8,12.522929500342231,61,1895,Alone,0,1,0
Postgraduate,49154.0,69,206,10,67,30,27,4,1,8,6,11.29637234770705,65,411,Partner,2,4,1
Undergraduate,47682.0,80,162,61,83,97,57,4,3,8,5,12.010951403148528,50,521,Alone,1,2,1
